,User_ID,User_Name,Edit_Count,Registration_Date,Groups,Gender,Blocked_By,Block_Reason
166,1169249,Timtrent,67690,2006-03-29T21:40:32Z,"autoreviewer,extendedconfirmed,patroller,reviewer,*,user,autoconfirmed",male,0,
167,147410,Ghirlandajo,87157,2004-12-06T16:45:36Z,"autoreviewer,extendedconfirmed,reviewer,*,user,autoconfirmed",unknown,0,
168,102175,R. S. Shaw,9642,2004-09-08T00:07:38Z,"extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
169,130512,BodyTag,249,2004-11-08T11:01:37Z,"*,user,autoconfirmed",unknown,0,
170,1165218,James5555,184,2006-03-29T06:05:51Z,"*,user,autoconfirmed",unknown,0,
171,0,Ip:201.1.1.89,0,0,,,0,
172,0,Ip:69.221.60.181,0,0,,,0,
173,0,Ip:68.9.76.193,0,0,,,0,
174,0,Ip:80.47.249.8,0,0,,,0,
175,634324,Clinkophonist,4952,2005-12-04T13:40:36Z,"*,user,autoconfirmed",unknown,0,
176,0,Ip:71.93.238.53,0,0,,,0,
177,0,Ip:86.120.76.119,0,0,,,0,
178,0,Ip:222.154.18.114,0,0,,,0,
179,350504,Limetom,728,2005-10-14T19:03:53Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
180,0,Ip:138.217.74.245,0,0,,,0,
181,5509396,SteelSoul,38,2007-10-06T22:03:17Z,"*,user,autoconfirmed",unknown,0,
182,913227,Hectorian,9081,2006-02-10T11:33:54Z,"*,user,autoconfirmed",unknown,0,
183,0,Ip:24.91.120.12,0,0,,,0,
184,0,Ip:80.235.70.215,0,0,,,0,
185,156593,Mwalcoff,8703,2004-12-23T20:24:43Z,"reviewer,*,user,autoconfirmed",unknown,0,
186,0,Ip:198.67.36.164,0,0,,,0,
187,0,Ip:169.226.115.241,0,0,,,0,
188,0,Ip:83.5.32.245,0,0,,,0,
189,0,Ip:66.32.163.68,0,0,,,0,
190,3080506,Brettbarnes,6,2006-12-21T17:23:28Z,"*,user",unknown,0,
191,2501081,Yesenia94,6,2006-10-16T23:32:48Z,"*,user",unknown,0,
192,0,Ip:201.53.227.210,0,0,,,0,
193,5522,Pgunn,1266,2002-12-03T16:19:51Z,"*,user,autoconfirmed",unknown,0,
194,0,Ip:201.19.133.25,0,0,,,0,
195,739617,Hjhazarika,61,2005-12-31T05:54:08Z,"*,user,autoconfirmed",male,0,
196,855858,Beetstra,161546,2006-01-29T23:23:10Z,"abusefilter,extendedconfirmed,*,user,autoconfirmed",unknown,0,
197,438499,Ratarsed,12484,2005-09-16T18:45:48Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
198,0,Ip:165.155.208.147,0,0,,,0,
199,2123232,Publius3,339,2006-08-31T08:14:23Z,"*,user,autoconfirmed",unknown,0,
200,0,Ip:82.214.199.19,0,0,,,0,
201,402726,Aryah,611,2006-02-17T16:37:52Z,"*,user,autoconfirmed",unknown,0,
202,1097752,Jameswatt,77,2006-03-17T07:35:09Z,"*,user,autoconfirmed",unknown,0,
203,0,Ip:202.154.240.3,0,0,,,0,
204,0,Ip:72.144.17.235,0,0,,,0,
205,0,Ip:67.165.1.238,0,0,,,0,
206,0,Ip:219.122.199.241,0,0,,,0,
207,0,Ip:71.252.147.232,0,0,,,0,
208,921080,Masem,124602,2006-02-12T02:57:59Z,"sysop,*,user,autoconfirmed",male,0,
209,703641,Xagent86,2326,2005-12-19T10:10:38Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
210,0,Ip:195.93.21.71,0,0,,,0,
211,95089,Tenfour,120,2004-08-19T18:10:28Z,"*,user,autoconfirmed",unknown,0,
212,0,Ip:66.160.213.88,0,0,,,0,
213,3988,Mkmcconn,10885,2002-09-16T22:24:41Z,"*,user,autoconfirmed",unknown,0,
214,1203620,Petertdavis,19,2006-04-05T01:27:21Z,"*,user,autoconfirmed",unknown,0,
215,0,Ip:68.223.76.219,0,0,,,0,
216,7258,Chadloder,1653,2003-01-22T07:41:33Z,"*,user,autoconfirmed",unknown,0,
217,1066210,Claudia71,2,2006-03-11T14:57:36Z,"*,user",unknown,0,
218,1982981,Nick Cooper,17856,2006-08-11T14:33:11Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
219,0,Ip:90.230.201.111,0,0,,,0,
220,1069630,Webdome,23,2006-03-12T07:18:54Z,"*,user,autoconfirmed",unknown,0,
221,0,Ip:87.194.40.73,0,0,,,0,
222,2275195,Dw290,56,2006-09-19T16:07:59Z,"*,user,autoconfirmed",unknown,0,
223,0,Ip:66.158.35.2,0,0,,,0,
224,5427782,Lolli-popx12x,2,2007-09-26T21:21:14Z,"*,user",unknown,0,
225,0,Ip:67.119.27.233,0,0,,,0,
226,897699,Toakhilesh,10,2006-02-07T18:47:38Z,"*,user,autoconfirmed",unknown,0,
227,2184097,Flowanda,11903,2006-09-08T07:45:54Z,"*,user,autoconfirmed",unknown,0,
228,84141,Pjacobi,9842,2004-07-06T21:55:26Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
229,3896865,Alhead,262,2007-03-21T01:34:32Z,"*,user,autoconfirmed",unknown,0,
230,77642,Gest,202,2004-06-17T11:11:07Z,"*,user,autoconfirmed",unknown,0,
231,0,Ip:209.210.225.6,0,0,,,0,
232,161735,ScottDavis,35619,2005-01-02T07:54:54Z,"sysop,*,user,autoconfirmed",male,0,
233,31073,Rursus,24726,,"extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
234,288184,Splette,2844,2005-06-04T20:27:11Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
235,0,Ip:86.120.76.198,0,0,,,0,
236,0,Ip:64.108.171.130,0,0,,,0,
237,2946902,Xiahou,9931,2006-12-06T03:00:44Z,"*,user,autoconfirmed",unknown,0,
238,0,Ip:218.174.180.152,0,0,,,0,
239,728519,Ck lostsword,7419,2005-12-27T18:16:06Z,"*,user,autoconfirmed",unknown,0,
240,0,Ip:72.148.224.119,0,0,,,0,
241,0,Ip:69.112.70.180,0,0,,,0,
242,0,Ip:71.143.13.189,0,0,,,0,
243,0,Ip:67.176.35.234,0,0,,,0,
244,2957,GrahamN,2270,2002-07-18T15:41:19Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
245,347655,Pelladon,3556,2005-07-23T21:27:28Z,"*,user,autoconfirmed",unknown,0,
246,0,Ip:130.225.29.xxx,0,0,,,0,
247,421528,EvaXephon,204,2005-09-09T06:57:46Z,"*,user,autoconfirmed",unknown,0,
248,0,Ip:66.91.74.48,0,0,,,0,
249,0,Angr,0,0,,,0,
250,0,Ip:195.93.21.135,0,0,,,0,
251,0,Ip:68.98.140.137,0,0,,,0,
252,948873,TommyBoy76,301,2006-02-17T14:06:49Z,"*,user,autoconfirmed",unknown,0,
253,4370736,Guycalledryan,1213,2007-05-11T09:49:18Z,"*,user,autoconfirmed",unknown,0,
254,92164,Sfahey,5671,2004-08-09T06:42:35Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
255,430828,Drcwright,1167,2005-09-12T18:11:39Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
256,0,Ip:74.94.163.125,0,0,,,0,
257,164855,Jpers36,4995,2005-06-15T19:37:02Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
258,0,Ip:12.72.229.146,0,0,,,0,
259,108267,Nev,724,2004-09-22T15:49:38Z,"*,user,autoconfirmed",unknown,0,
260,0,Ip:70.108.0.36,0,0,,,0,
261,124152,Philip Cross,155418,2004-10-26T18:48:32Z,"autoreviewer,extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",male,0,
262,652827,Joelzedd,96,2006-02-04T04:02:05Z,"*,user,autoconfirmed",unknown,0,
263,0,Ip:64.169.4.69,0,0,,,0,
264,0,Ip:137.45.10.175,0,0,,,0,
265,0,Ip:82.36.177.31,0,0,,,0,
266,0,Ip:12.73.231.10,0,0,,,0,
267,0,Ip:130.63.241.45,0,0,,,0,
268,1052195,The Haunted Angel,17823,2006-03-08T22:30:29Z,"*,user,autoconfirmed",unknown,683453,"editor is moving on, and requesting their old account blocked to prevent any socking concerns"
269,0,Ip:129.65.178.188,0,0,,,0,
270,0,Ip:208.186.255.18,0,0,,,0,
271,0,Ip:80.224.96.250,0,0,,,0,
272,0,Ip:64.12.117.10,0,0,,,0,
273,0,Ip:75.14.220.213,0,0,,,0,
274,0,Ip:88.109.45.116,0,0,,,0,
275,0,Ip:195.188.183.89,0,0,,,0,
276,5717,Dominus,13989,2002-11-22T07:59:46Z,"autoreviewer,extendedconfirmed,reviewer,rollbacker,*,user,autoconfirmed",male,0,
277,1861,Multiman,66,2001-12-25T03:43:43Z,"*,user,autoconfirmed",unknown,0,
278,0,Ip:71.205.151.193,0,0,,,0,
279,448701,Rodolfo Hermans,206,2005-09-22T03:35:34Z,"*,user,autoconfirmed",unknown,0,
280,0,Ip:209.66.200.65,0,0,,,0,
281,0,Ip:216.20.41.3,0,0,,,0,
282,0,Ip:65.42.228.230,0,0,,,0,
283,16406,Tkorrovi,1570,2003-07-22T22:04:26Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
284,0,Ip:69.118.112.119,0,0,,,0,
285,0,Ip:24.215.152.172,0,0,,,0,
286,76103,PZFUN,7920,2004-06-15T21:34:49Z,"*,user,autoconfirmed",unknown,0,
287,118476,Hermitian,432,2005-04-05T20:19:51Z,"*,user,autoconfirmed",unknown,889851,Please address all questions about this block to the [[WP:ARBCOM|Arbitration Committee]].
288,0,Ip:203.220.171.152,0,0,,,0,
289,0,Ip:160.5.19.1,0,0,,,0,
290,0,Ip:65.196.116.2,0,0,,,0,
291,214355,StephenHudson,502,2005-03-18T20:19:53Z,"*,user,autoconfirmed",unknown,0,
292,0,Ip:70.112.212.191,0,0,,,0,
293,73244,Zondor,10468,2004-11-21T13:55:29Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",unknown,0,
294,0,Ip:65.173.248.89,0,0,,,0,
295,0,Ip:71.178.240.95,0,0,,,0,
296,0,Ip:68.0.119.139,0,0,,,0,
297,1108747,Rawling,1606,2006-03-19T16:36:48Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
298,104574,ArkansasTraveler,6975,2004-09-13T16:40:29Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",unknown,0,
299,270506,Sus scrofa,14552,2005-05-17T17:47:08Z,"extendedconfirmed,*,user,autoconfirmed",male,0,
300,26576,Owain,17416,2003-10-21T18:49:47Z,"autoreviewer,extendedconfirmed,*,user,autoconfirmed",male,0,
301,0,Ip:82.36.161.85,0,0,,,0,
302,182902,Zzyzx11,135967,2005-02-02T17:48:10Z,"abusefilter,sysop,*,user,autoconfirmed",unknown,0,
303,324163,Montalvo,48,2005-07-08T04:50:22Z,"*,user,autoconfirmed",unknown,0,
304,234424,Djrobgordon,6623,2005-04-11T05:15:41Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
305,707170,Twister6284,23,2005-12-31T02:36:34Z,"*,user,autoconfirmed",unknown,0,
306,0,Ip:24.162.5.15,0,0,,,0,
307,0,Ip:67.42.113.31,0,0,,,0,
308,11557234,P3d0,561,2010-01-29T05:27:29Z,"*,user,autoconfirmed",unknown,0,
309,713860,Wizardman,258385,2006-03-09T03:44:13Z,"sysop,*,user,autoconfirmed",male,0,
310,5862,MartinHarper,24927,2002-11-29T10:38:06Z,"autoreviewer,reviewer,rollbacker,*,user,autoconfirmed",unknown,0,
311,729742,XOSAF,11,2005-12-28T02:53:59Z,"*,user,autoconfirmed",unknown,0,
312,1644288,Rhinoracer,843,2006-06-19T11:48:37Z,"*,user,autoconfirmed",unknown,0,
313,0,Ip:201.17.60.103,0,0,,,0,
314,0,Magnus,0,0,,,0,
315,7730,Kricxjo,568,2003-01-29T17:07:02Z,"*,user,autoconfirmed",unknown,0,
316,0,TomGreen,0,0,,,0,
317,0,Ip:63.229.221.191,0,0,,,0,
318,4692411,Lightwiki,201,2007-06-21T19:00:52Z,"*,user,autoconfirmed",unknown,0,
319,0,Ip:121.247.218.87,0,0,,,0,
320,0,Ip:62.148.218.27,0,0,,,0,
321,8903,DropDeadGorgias,8985,2003-03-05T22:13:16Z,"*,user,autoconfirmed",unknown,0,
322,3267985,Andrewrhchen,250,2007-01-16T22:30:40Z,"*,user,autoconfirmed",unknown,0,
323,27,Marj Tiefert,1496,2001-12-29T05:33:02Z,"*,user,autoconfirmed",unknown,0,
324,0,Ip:210.84.44.188,0,0,,,0,
325,3768997,Zambetis,53,2007-03-07T15:49:59Z,"*,user,autoconfirmed",unknown,0,
326,0,Ip:60.50.244.113,0,0,,,0,
327,2934175,Dkreisst,3822,2006-12-04T22:41:05Z,"extendedconfirmed,*,user,autoconfirmed",unknown,0,
328,274733,Amnonc,86,2005-05-22T07:45:42Z,"*,user,autoconfirmed",unknown,0,
329,2908470,Redblossom,311,2006-12-01T20:27:50Z,"*,user,autoconfirmed",unknown,0,
330,3330493,Sjeng,258,2007-01-23T21:58:45Z,"*,user,autoconfirmed",unknown,0,
331,0,Ip:61.17.90.206,0,0,,,0,
332,1306305,Anis1,7,2006-04-23T17:08:57Z,"*,user",unknown,0,
333,0,Ip:60.225.200.178,0,0,,,0,
334,1693504,Bjenks,12301,2006-06-27T15:40:27Z,"extendedconfirmed,reviewer,*,user,autoconfirmed",male,0,
335,0,Ip:70.124.117.27,0,0,,,0,
336,0,Ip:71.118.57.163,0,0,,,0,
337,294724,Trious,162,2005-06-27T01:22:40Z,"*,user,autoconfirmed",unknown,0,
338,0,Ip:84.5.53.173,0,0,,,0,
339,0,Ip:65.45.144.7,0,0,,,0,
340,0,Ip:86.144.207.116,0,0,,,0,
341,614441,Zleitzen,17201,2005-11-27T23:36:49Z,"*,user,autoconfirmed",unknown,0,
342,90190,Ktheory,74,2004-07-30T17:19:58Z,"*,user,autoconfirmed",unknown,0,
343,4574732,Applesnpeaches,75,2007-06-06T02:33:56Z,"*,user,autoconfirmed",unknown,0,
344,2084866,Witchinghour,467,2006-08-26T06:59:05Z,"*,user,autoconfirmed",unknown,0,
